Address A,Port A,Address B,Port B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
10.61.81.49,45549,74.125.24.157,443,11,4131,6,2155,5,1976,196.060200702,1.116044434,15447.4136286942,14164.3105941067
10.61.81.49,48070,172.217.166.232,443,9,5932,5,3005,4,2927,207.297296977,1.126756774,21335.571753128,20781.7698906508
10.61.81.49,57618,192.168.108.122,53,2,188,1,86,1,102,214.861617249,1.53235901099998,448.980947063461,532.512286052011
10.61.81.49,56850,172.217.27.163,443,19,12379,11,6382,8,5997,216.399199784,1.63708723300002,31187.0980182517,29305.7077429419
10.61.81.49,59403,91.189.89.199,123,2,180,1,90,1,90,245.211226048,0.156426341000014,4602.80535488545,4602.80535488545
10.61.81.49,48374,192.168.108.122,53,2,226,1,81,1,145,245.446384363,0.462699928000006,1400.47568799274,2507.02437974009
10.61.81.49,34232,216.58.200.174,443,14,5609,8,3306,6,2303,245.850911533,2.67366975600001,9892.02198238873,6890.90339547527
10.61.81.49,34001,192.168.108.122,53,2,212,1,98,1,114,247.175343784,0.185930331999998,4216.63314192333,4905.06304264551
10.61.81.49,41848,192.168.108.122,53,2,262,1,86,1,176,247.461041255,0.507363365999993,1356.03010801535,2775.13138384536
10.61.81.49,48018,172.217.27.163,443,18,4687,9,2418,9,2269,249.377978657,0.846402584000003,22854.3725712443,21446.059290386
10.61.81.49,40598,192.168.108.122,53,2,264,1,100,1,164,249.732088202,0.309909075000007,2581.40230324001,4233.49977731362
10.61.81.49,51912,192.168.108.122,53,2,192,1,88,1,104,255.213883974,0.108425212000014,6492.95479357611,7673.49202877177
10.61.81.49,46937,216.239.32.116,443,24,10069,11,4237,13,5832,255.323513914,0.64096982800001,52882.3643786232,72789.6976766889
10.61.81.49,56402,192.168.108.122,53,2,232,1,100,1,132,301.416435988,0.034317799999997,23311.5176380793,30771.2032822647
10.61.81.49,47090,239.255.255.250,1900,4,856,4,856,0,0,302.68282375,3.00256172399997,2280.71914234528,0
10.61.81.49,35994,172.217.160.234,443,12,8791,5,3005,7,5786,335.837350742,0.263187273999961,91341.8024915733,175874.765130197
10.61.81.49,59451,192.168.108.122,53,2,226,1,81,1,145,356.982213276,0.203108836000013,3190.40772800234,5711.22371062147
10.61.81.49,56677,192.168.108.122,53,2,432,1,95,1,337,358.410822141,0.159781350999992,4756.50002483729,16873.0579828439
10.61.81.49,35311,172.217.160.238,443,46,34854,18,4390,28,30464,358.571676618,1.89060649699996,18576.0495670193,128906.78223455
10.61.81.49,58806,192.168.108.122,53,2,220,1,90,1,130,358.720160035,0.031937057999983,22544.3433142899,32564.0514539744
10.61.81.49,37076,216.58.200.174,443,8,4136,4,2136,4,2000,358.75627627,0.124316780000015,137455.297667764,128703.462235734
10.61.81.49,37347,192.168.108.122,53,2,180,1,82,1,98,359.113301114,0.059807079999985,10968.6010418862,13108.8158793274
10.61.81.49,56002,172.217.161.14,443,484,545985,93,9816,391,536169,359.173515881,1.13127506199999,69415.4787264293,3791608.37543509
10.61.81.49,43068,192.168.108.122,53,2,248,1,85,1,163,360.752517538,0.090899089999994,7480.82296533495,14345.5781570541
10.61.81.49,51441,192.168.108.122,53,2,245,1,104,1,141,360.752922658,0.200128382999992,4157.33134664878,5636.38192189883
10.61.81.49,42333,192.168.108.122,53,2,196,1,90,1,106,364.714727136,0.062232798999958,11569.4619488429,13626.2551841928
10.61.81.49,50713,172.217.167.46,443,17,10313,7,4675,10,5638,364.777815041,0.74397042999999,50270.8151989327,60626.0654741353
10.61.81.49,59050,192.168.108.122,53,2,188,1,86,1,102,391.653996115,0.053951046000009,12752.3014104284,15124.8226030663
10.61.81.49,44111,192.168.108.122,53,2,188,1,86,1,102,391.682841455,0.061312577999956,11221.1885789648,13308.8515704001
10.61.81.49,43695,172.217.166.238,443,190,135237,80,37178,110,98059,391.708386441,30.574467906,9727.85531098754,25657.7482365949
10.61.81.49,57372,172.217.166.3,443,18,4737,8,2356,10,2381,391.74759189,15.449863457,1219.94605664042,1232.89115486453
10.61.81.49,46484,192.168.108.122,53,2,186,1,85,1,101,407.113359279,0.032016297999974,21239.18261882,25237.1464058919
10.61.81.49,44194,216.58.200.164,443,105,60013,42,6381,63,53632,407.147577083,2.32377616700001,21967.6923814495,184637.404451011
10.61.81.49,43970,192.168.108.122,53,2,228,1,88,1,140,407.612481837,0.031735768999965,22183.1712980003,35291.4088831824
10.61.81.49,54144,172.217.167.3,443,6,3075,3,1543,3,1532,407.646121188,0.157006306000028,78621.0459597578,78060.558917919
10.61.81.49,36493,192.168.108.122,53,2,180,1,82,1,98,408.384267661,0.085517975999949,7670.90184641874,9167.66318230532
10.61.81.49,46115,192.168.108.122,53,2,414,1,86,1,328,408.384418911,0.102442834999977,6715.94065119495,25614.2852743249
10.61.81.49,44961,192.168.108.122,53,2,198,1,91,1,107,408.384538465,0.107540037000035,6769.57178283063,7959.82616222942
10.61.81.49,60168,172.217.166.14,443,15,11664,7,4483,8,7181,408.471345599,0.447320517999969,80175.1731853321,128426.928093658
10.61.81.49,59898,192.168.108.122,53,2,229,1,84,1,145,408.472741104,0.112607925999953,5967.60835467551,10301.2287074756
10.61.81.49,42045,172.217.167.3,443,10,7329,4,2935,6,4394,408.490634769,0.440264162999995,53331.6176361152,79842.9737284804
10.61.81.49,37676,192.168.108.122,53,2,180,1,82,1,98,408.492070959,0.168829254999991,3885.58250760529,4643.74494811364
10.61.81.49,51128,216.58.196.202,443,12,8799,6,4405,6,4394,408.493447231,0.639919034999991,55069.4667177708,54931.9493207457
10.61.81.49,38458,192.168.108.122,53,2,190,1,87,1,103,408.494906064,0.308020754999973,2259.58799432221,2675.14440707112
10.61.81.49,33633,172.217.167.33,443,13,10191,6,4405,7,5786,408.587845338,0.442887490999965,79568.7408565865,104514.128171671
10.61.81.49,53860,192.168.108.122,53,2,237,1,96,1,141,408.592034434,0.21561670899996,3561.87608818453,5231.50550452103
10.61.81.49,44363,172.217.166.214,443,121,83548,50,9260,71,74288,408.662694383,2.24669237500001,32972.9164634743,264523.976051682
10.61.81.49,33362,192.168.108.122,53,2,244,1,101,1,143,408.664229768,0.143425799999989,5633.57499138972,7976.24974028446
10.61.81.49,33060,172.217.166.195,443,11,7407,5,3013,6,4394,409.293222284,0.259999659999949,92707.8135410053,135200.176800258
10.61.81.49,38069,172.217.166.1,443,12,8799,5,3013,7,5786,409.295388799,0.293613526000001,82094.3106006631,157649.412922482
10.61.81.49,46774,192.168.108.122,53,2,188,1,86,1,102,409.295597566,0.054668607999986,12584.918935565,14926.2992026468
10.61.81.49,59295,172.217.27.162,443,12,8813,5,4341,7,4472,409.2960302,0.334649492999972,103774.2495549,106905.884360635
10.61.81.49,42442,172.217.161.14,443,8,4537,4,1613,4,2924,409.303108796,0.250086232000001,51598.2023352647,93535.7369053403
10.61.81.49,54939,239.255.255.250,1900,4,856,4,856,0,0,422.688705512,3.00292173399998,2280.44571474004,0
10.61.81.49,54780,192.168.108.122,53,2,200,1,92,1,108,422.695771727,0.056022994999978,13137.4625722936,15422.2386718229
10.61.81.49,60134,192.168.108.122,53,2,226,1,81,1,145,426.427581314,0.059159766999983,10953.3899956061,19607.9203625048
10.61.81.49,56314,172.217.167.14,443,21,12790,10,6116,11,6674,456.434032554,15.392186712,3178.75561903462,3468.77289101325
10.61.81.49,53635,192.168.108.122,53,2,228,1,91,1,137,456.968781136,0.37640021499999,1934.11154135504,2911.79429852353
10.61.81.49,38733,172.217.160.227,443,11,5064,5,2423,6,2641,457.349387624,15.276931159,1268.84122198721,1383.00027538927
10.61.81.49,41703,91.189.89.199,123,2,180,1,90,1,90,501.461339928,0.266732525000009,2699.33334901687,2699.33334901687
10.61.81.49,58720,239.255.255.250,1900,4,856,4,856,0,0,542.68394242,3.00337538200006,2280.10126241351,0
10.61.81.49,55426,192.168.108.122,53,2,198,1,91,1,107,567.695196694,0.069953298000087,10406.943215159,12236.7354288134
10.61.81.49,50985,216.58.200.174,443,199,161585,96,78794,103,82791,567.765554578,62.598852052,10069.705423294,10580.5135124493
10.61.81.49,33046,172.217.160.227,443,26,10508,11,6344,15,4164,568.011484755,1.12584212700006,45079.1445646424,29588.5179645604
10.61.81.49,36377,172.217.166.214,443,2888,3246663,519,51973,2369,3194690,569.923072805,36.861925645,11279.4975499712,693331.114769546
10.61.81.49,55125,172.217.167.33,443,77,49913,35,5220,42,44693,577.844948058,38.407113567,1087.29857887266,9309.3171236697
10.61.81.49,46820,192.168.108.122,53,2,412,1,94,1,318,578.773563454,0.034165075999908,22010.7808336799,74462.0032458533
10.61.81.49,37182,192.168.108.122,53,1,100,1,100,0,0,601.416310568,0,0,0
10.61.81.49,49456,192.168.108.121,53,2,232,1,100,1,132,602.2111343,0.03686268499996,21702.16304105,28646.855214186
10.61.81.49,36186,192.168.108.121,53,2,226,1,81,1,145,607.420204575,0.038774373000024,16712.0690771609,29916.6668665226
10.61.81.49,41060,192.168.108.121,53,2,220,1,90,1,130,607.548533446,0.049675707999995,14494.0058025961,20935.7861593055
10.61.81.49,39645,216.58.200.174,443,23,10510,10,4921,13,5589,607.599615089,15.3111202299999,2571.2031130723,2920.23048139831
10.61.81.49,51931,192.168.108.121,53,2,228,1,91,1,137,630.365978706,0.095032059999994,7660.57265306093,11532.9500381247
10.61.81.49,37466,172.217.160.227,443,11,5510,5,2869,6,2641,630.466534945,15.17907108,1512.08198967074,1391.91653353797
10.61.81.49,43620,239.255.255.250,1900,4,856,4,856,0,0,662.686025636,3.00248307300001,2280.77888650931,0
10.61.81.49,38200,192.168.108.121,53,2,366,1,86,1,280,663.428481647,0.238750960999937,2881.66379359697,9382.16118845524
10.61.81.49,35957,172.217.167.46,443,13,6873,6,4017,7,2856,663.672598878,0.421979128999965,76155.4252129912,54144.8579557637
10.61.81.49,53325,192.168.108.121,53,2,188,1,86,1,102,691.657598642,0.093338622999909,7371.01081939759,8742.36166951808
10.61.81.49,55049,192.168.108.121,53,2,188,1,86,1,102,691.686217906,0.065436318000025,10514.0390081199,12470.1392887004
10.61.81.49,57718,172.217.166.238,443,17,4688,9,2824,8,1864,691.754870958,0.608013348999975,37157.0789311748,24525.777311512
10.61.81.49,45850,172.217.166.3,443,19,5184,9,2430,10,2754,691.758114493,0.584191224000051,33276.7751403234,37713.6784923665
10.61.81.49,58801,91.189.89.199,123,2,180,1,90,1,90,757.961325415,0.226693999999952,3176.08758943841,3176.08758943841
10.61.81.49,49425,192.168.108.121,53,2,186,1,85,1,101,778.995367431,0.035187730000075,19324.9180893041,22962.5497296437
10.61.81.49,54530,216.58.200.164,443,80,54362,30,4739,50,49623,779.032179134,12.085769828,3136.9122976483,32847.2249306186
10.61.81.49,34772,192.168.108.121,53,2,228,1,91,1,137,779.315348632,0.276178640000012,2635.97503412997,3968.44593050336
10.61.81.49,34043,172.217.160.227,443,15,6648,8,3945,7,2703,779.595670074,15.4703760929999,2040.02797412794,1397.76821649375
10.61.81.49,42952,192.168.108.121,53,2,228,1,88,1,140,779.651331709,0.034397340999931,20466.6982834928,32560.6563601022
10.61.81.49,39710,172.217.167.3,443,6,3075,3,1543,3,1532,779.687552186,0.159400999000013,77439.9161701551,76887.849366609
10.61.81.49,59995,192.168.108.121,53,2,182,1,83,1,99,782.679655335,0.082467089000033,8051.69684114509,9603.83117196824
10.61.81.49,58443,192.168.108.121,53,2,219,1,87,1,132,782.679960113,0.089734758999953,7756.19177848761,11768.0151121881
10.61.81.49,53847,239.255.255.250,1900,4,856,4,856,0,0,782.686170543,3.00208801799999,2281.0790219809,0
10.61.81.49,50141,192.168.108.121,53,2,219,1,90,1,129,782.764812001,0.056791399999952,12677.9758907266,18171.7654433748
10.61.81.49,35487,192.168.108.121,53,2,220,1,102,1,118,782.765124896,0.059564661000081,13699.3980373511,15848.3232196807
10.61.81.49,54807,192.168.108.121,53,2,200,1,92,1,108,782.772145403,0.056277644000034,13078.0172673817,15352.4550530134
10.61.81.49,57057,192.168.108.121,53,2,212,1,98,1,114,786.233014541,0.564383526000029,1389.12630132291,1615.92243215114
10.61.81.49,38918,192.168.108.121,53,2,243,1,102,1,141,786.235972005,0.561456980999992,1453.36157108003,2009.05864237534
10.61.81.49,53088,172.217.160.234,443,31,14587,16,8325,15,6262,786.803870034,9.55850602499993,6967.61605064746,5240.98639149002
10.61.81.49,39924,192.168.108.121,53,1,99,1,99,0,0,787.4369188,0,0,0
10.61.81.49,36243,192.168.108.121,53,2,220,1,90,1,130,788.190435043,0.042617571000051,16894.440089022,24403.0801285874
10.61.81.49,40701,192.168.108.122,53,2,214,1,99,1,115,788.190649867,0.056177990999913,14098.0477568382,16376.5201215797
10.61.81.49,42539,216.58.200.174,443,15,5031,8,2478,7,2553,788.234349582,2.2310380429999,8885.54996280756,9154.48307306203
10.61.81.49,40866,192.168.108.122,53,2,226,1,93,1,133,789.641954158,0.32616215500002,2281.07396457432,3262.18104611166
10.61.81.49,40649,192.168.108.122,53,2,226,1,81,1,145,790.415853536,0.045174826999983,14344.2718662819,25678.0175384058
10.61.81.49,59049,192.168.108.122,53,2,237,1,98,1,139,790.562327388,0.064736317999973,12110.6671528697,17177.3748392744
10.61.81.49,57927,172.217.27.162,443,20,12082,10,5253,10,6829,790.629645538,0.342105882000055,122839.162408769,159693.249588708
10.61.81.49,51919,192.168.108.122,53,2,230,1,95,1,135,790.900993233,0.050870242999963,14939.971881018,21230.4863572361
10.61.81.49,59436,192.168.108.122,53,2,190,1,87,1,103,791.082286998,0.035641799000018,19527.63383239,23118.9228130595
10.61.81.49,38484,172.217.166.195,443,15,6459,8,2889,7,3570,791.119881341,15.261400965,1514.40880512899,1871.38782772948
10.61.81.49,53387,192.168.108.122,53,2,414,1,86,1,328,897.928613814,0.047993251000094,14335.3489430974,54674.3541085576
10.61.81.49,40437,172.217.167.46,443,342,223458,137,60784,205,162674,897.979178073,92.556096549,5253.80842679081,14060.5756781352
10.61.81.49,53646,192.168.108.122,53,2,251,1,103,1,148,898.30517491,0.045745320000037,18012.7715796792,25882.4290659467
10.61.81.49,42430,180.149.59.13,443,18194,21423979,2911,232126,15283,21191853,898.352136802,98.460835811,18860.3720931702,1721850.34388119
10.61.81.49,55373,192.168.108.122,53,2,228,1,91,1,137,898.47351205,0.108736681000096,6695.07284298441,10079.3953789985
10.61.81.49,49933,172.217.160.227,443,17,8882,8,4703,9,4179,898.586355908,1.15871669299997,32470.4047393929,28852.6092719377
10.61.81.49,38112,192.168.108.122,53,2,229,1,84,1,145,899.026049136,0.374198116999992,1795.84014315073,3099.96215186734
10.61.81.49,60575,192.168.108.122,53,2,180,1,82,1,98,899.041980397,0.367509540000015,1784.98767678241,2133.27795517898
10.61.81.49,57043,172.217.167.33,443,155,138890,56,7442,99,131448,899.40470588,1.46372265699995,40674.3720986223,718431.182964217
10.61.81.49,34378,172.217.166.214,443,165,103448,72,11206,93,92242,899.411967807,38.281427786,2341.81443025449,19276.6059856804
10.61.81.49,37681,192.168.108.122,53,2,212,1,98,1,114,900.252909152,0.427772725999944,1832.74891630212,2131.97322916777
10.61.81.49,49569,192.168.108.122,53,2,186,1,85,1,101,900.254074442,0.426626489,1593.90009184357,1893.92834442589
10.61.81.49,44703,172.217.160.234,443,11,4547,5,2413,6,2134,900.683392318,0.400690223000083,48176.8680440101,42606.4800687599
10.61.81.49,47139,216.58.200.164,443,19,9548,10,5466,9,4082,900.68551061,0.695943620999969,62832.6759244797,46923.3412227819
10.61.81.49,59647,192.168.108.122,53,2,190,1,87,1,103,901.007406184,1.14927162799995,605.600958940604,716.975847941175
10.61.81.49,48742,192.168.108.122,53,2,232,1,100,1,132,901.416061584,0.176653304000069,4528.64442320131,5977.81063862573
10.61.81.49,58518,192.168.108.122,53,4,522,2,200,2,322,901.416612919,1.15126002199997,1389.7816040033,2237.54838244532
10.61.81.49,45857,192.168.108.121,53,2,190,1,87,1,103,901.961359471,0.187566271999913,3710.68845469362,4393.11391762578
10.61.81.49,55750,172.217.161.3,443,31,17199,14,8072,17,9127,902.153104483,2.47115163299998,26131.945582637,29547.357201775
